name,href,price,support,deal_cnt
酷开创维电脑办公商用台式电脑主机（AMD八核A98G256GSSD全国联保）,https://item.jd.com/100021367618.html,998.00,是,50000.0
宏碁（Acer）设计师游戏家用办公组装水冷台式电脑单主机（i5-11400F16G512G+1T3060Ti冷排散热）定制,https://item.jd.com/100043098527.html,6099.00,是,1.0
宁美国度魂游戏台式机电脑主机（i510400FRTX2060s16G512G固态）三年上门,https://item.jd.com/100012450714.html,4488.90,是,2000
宁美国度CR80商用mini办公台式机电脑主机（N5105/8G/256G固态送键鼠）迷你主机电脑,https://item.jd.com/100031259096.html,1499.00,是,2000
戴尔（DELL）成就3681商务办公迷你台式机电脑主机家用网课整机全套单主机含键鼠套装（预装Windows家庭版系统）i3-101058G内存256G固态升级款,https://item.jd.com/10035689494781.html,2499.00,否,5000
"爱心东东	
【英特尔二十核酷睿i7独显】台式机电脑主机电竞游戏吃鸡家用商务办公设计师渲染编程组装电脑领睿整机全套主机+24寸显示器套餐二：八核强芯/16g...",https://item.jd.com/10045275858439.html,2499.00,否,1000
AOCAIO大师92623.8英寸高清办公台式一体机电脑(11代i5-11260H8G512G双频WiFi商务键鼠)黑,https://item.jd.com/100028200219.html,2999.00,是,20000.0
"爱心东东	
启稚英特尔十核RTX3060独显大容量1T固态办公游戏家用组装吃鸡台式机电脑主机水冷整机全套套餐五：十二核+32G/1T/2060S光追特效主机+32英寸显示器",https://item.jd.com/10055406984028.html,4188.00,否,10000.0
"爱心东东	
【英特尔二十核酷睿i7独显】台式机电脑主机电竞游戏吃鸡家用商务办公设计师渲染编程组装电脑领睿整机全套主机+27寸显示器套餐三：十核强芯/32g...",https://item.jd.com/10045275858446.html,3099.00,否,1000
宁美国度CR160魔方迷你电脑家用办公台式机主机(四核J41256G128GWIFI),https://item.jd.com/100017402778.html,1299.00,是,2000
戴尔（DELL）成就3881\/3890商用办公台式电脑主机游戏台式机整机家用娱乐财务主机+21.5英寸显示器G64058G256G固态核显定制,https://item.jd.com/10033199215753.html,2849.00,否,2000
长城凌云DHC88办公商用台式电脑主机(AMD八核处理器A9-9820/8G/512G上门服务),https://item.jd.com/100025041604.html,1199.00,是,5000
神舟（HASEE）新瑞X50酷睿十二代商用办公台式电脑主机(i5-124008G512GSSDwin11键鼠),https://item.jd.com/100033503872.html,2699.00,是,5000
青聪i510400F/12400F/RTX3060/1660S吃鸡游戏台式电脑主机DIY组装机配置二i510400F丨256G丨8G吃鸡独显,https://item.jd.com/30221803411.html,2169.00,否,20000.0
"爱心东东	
天钡MN37AMD锐龙R7台式机电脑迷你游戏小主机4K三显工控天宝家用办公超微型桌面迷你pcR7-3750H/8G内存/128G高速盘",https://item.jd.com/67655511727.html,1698.00,否,500
航向者英特尔i5酷睿i7升八核/GTX16606G吃鸡台式电脑主机DIY组装整机全套游戏企业办公电脑主机+显示器套二intel六核丨16G丨GT游戏独显,https://item.jd.com/10022431622846.html,1198.00,否,100000.0
雷神(ThundeRobot)黑武士4+水冷游戏台式电脑电竞主机(12代i7-1270032GRTX3070Ti512GSSD+2T无线充电),https://item.jd.com/100020824655.html,11398.00,是,20000.0
戴尔（DELL）成就3681台式机办公电脑迷你主机全套整机商用家用小机箱3710同款G64058G256G固态+21.5英寸显示器定制带键盘鼠标,https://item.jd.com/10044101207358.html,2749.00,否,2000
联想(Lenovo)拯救者刃7000K2023英特尔酷睿i5游戏电脑主机(13代i5-13600KFRTX3060Ti8GB显卡16GDDR5),https://item.jd.com/100043033739.html,9299.00,是,20000.0
神舟（HASEE）新瑞X35酷睿十二代商用办公台式电脑主机(i5-124008G512GGT7302G独显win11键鼠),https://item.jd.com/100033503874.html,2999.00,是,5000
攀升G2设计师电竞游戏台式电脑主机（12代i5-12400FRTX305016G512G三年上门WiFi）,https://item.jd.com/100018192143.html,4999.00,是,2000
亚当贝尔电竞独显办公游戏迷你家用组装吃鸡台式机电脑主机整机主机+32英寸曲面显示器配置五（E5十核+GTX1660S吃鸡）,https://item.jd.com/57166599466.html,3580.00,否,50000.0
惠普HP暗影精灵8台式电脑游戏台式机主机侧透12代i7-12700FRTX30708G独显16G1TSSD全面版,https://item.jd.com/100019359051.html,9999.00,是,50000.0
雷神（ThundeRobot）黑武士高配游戏电竞渲染台式电脑无显卡电脑主机12代I5|I7现货速发i5-12400+16G+512G【600w水冷】,https://item.jd.com/10043453845223.html,3998.99,否,2000
航向者酷睿i512400F/RTX2070永劫无间吃鸡游戏办公台式电脑主机DIY组装机全套整机主机+显示器套四i510400F丨16G丨20708G,https://item.jd.com/22203394919.html,3268.00,否,5000
宁美国度迷你mini小主机家用商用办公ITX台式电脑主机（i51240016G512G+1T送键鼠）,https://item.jd.com/100034011637.html,3489.99,是,2000
"京品电脑	
攀升战境S612代i512490F/RTX3060设计师电竞游戏台式电脑主机全套diy组装整机配置五【i5-12490FRTX3060Ti】",https://item.jd.com/10058336700416.html,6599.00,否,20000.0
京天疾影Y77i5-13600KF/RTX306012G/B660WiFi6/16GDDR5/500G固态台式组装电脑吃鸡游戏主机UPC,https://item.jd.com/100009131763.html,8399.00,是,2000
华为HUAWEIMateStationB515PUL-WDH9A(AMDR5-4600G处理器8GB+1TBHDD)商用（黑色）单主机普通键盘,https://item.jd.com/100023578284.html,3799.00,是,200
"爱心东东	
昂福镭仕酷睿i711代吃鸡LOL直播电竞游戏多开独显台式电脑组装机设计师家用商用办公主机整机主机+24英寸显示器套三:十六核/16G/512G/1650电竞显卡",https://item.jd.com/10061319092401.html,3499.00,否,100
微星（MSI）台式机i512400F/RTX3060Ti直播吃鸡游戏组装台式电脑主机全套整机二i512400F/30608G支持盒装单主机,https://item.jd.com/10052386755621.html,5499.00,否,500
清华同方超越E300商用办公台式机电脑i3-12100/8G/1T/集显/主机+21.5英寸显示器/定制,https://item.jd.com/100045483579.html,2799.00,是,0.0
"拍拍	
【二手9成新】联想台式机商用/家用/办公电脑主机i3i5i7二手主机/二手电脑/二手品牌电脑套餐18:双核/4G/120G固态开机只需要15秒",https://item.jd.com/37768121158.html,347.00,否,20000.0
武极武神12代i512490F/华硕RTX3060电竞游戏台式组装电脑主机整机DIY组装机配置三：i512490F+RTX30608G单主机,https://item.jd.com/10043826088569.html,6099.00,否,10000.0
天玥TR1192商用办公台式机（龙芯3A4000/4核/8G/256GSSD+1THDD/1G独显/23.8英寸）A,https://item.jd.com/100021111453.html,5300.00,是,1.0
将臣英特尔i9级十核GTX1660S6G直播电竞游戏电脑主机全套办公台式机家用设计师组装电脑整机配置一十核/1660S6G/32G/480G单主机,https://item.jd.com/10058190265242.html,2299.00,否,200
航向者intel酷睿i7升十核/RTX2060S/1660S游戏吃鸡台式电脑主机DIY全套组装机套餐四i9级十核丨32G丨20708G独显,https://item.jd.com/10040206057449.html,2499.00,否,1000
京天华盛i510400F/GTX1650永劫无间diy吃鸡游戏台式机组装电脑主机,https://item.jd.com/17202140272.html,3199.00,否,10000.0
联想(Lenovo)小新一体台式机电脑27英寸(锐龙5-5500U16G512GSSD摄像头win11)白,https://item.jd.com/100039579449.html,4199.00,是,10000.0
戴尔（DELL）OptiPlex7000MT戴尔台式机商用办公12代酷睿i7设计主机建模台式电脑单主机（含键盘鼠标）i7-12700/8G/1T机械/集显,https://item.jd.com/44952052541.html,5399.00,否,2000
联想（Lenovo）来酷个人商务办公台式机电脑8升主机赛扬N50958G256G固态单主机,https://item.jd.com/60326162393.html,1199.00,是,10000.0
攀升商睿2Pro设计师办公商用台式电脑主机（12代酷睿i7-12700F16G512GSSD+2T4G独显Wifi6）,https://item.jd.com/100018192147.html,5399.00,是,20000.0
酷开创维电脑智享系列办公商用台式机电脑酷睿i3主机（i3-101008G256G全国联保）,https://item.jd.com/100023183470.html,1699.00,是,20000.0
微星（MSI）12代i5-12400Fdiy电竞游戏设计台式电脑主机高配家用直播全套整机配置二i512400F/1660/16G单主机,https://item.jd.com/10058650155551.html,4099.00,否,500
康佳（KONKA）电脑家用办公电脑商务台式机电脑主机（AMD八核A98G512GSSDwifi）,https://item.jd.com/100032989903.html,1199.00,是,2000
联想(Lenovo)台式机电脑主机扬天M4000q英特尔酷睿i3(i3-121008G1TType-CWin11)21.45英寸整机,https://item.jd.com/100033060804.html,3097.00,是,20000.0
联想台式机电脑可装Win7系统i7-12700F64G2T机械+1T固态硬盘RTX3080-10G独显27英寸2K分辨率定制版,https://item.jd.com/100028464821.html,21099.00,是,1.0
技嘉（GIGABYTE）i512400F/GTX1660S电竞游戏台式机组装电脑主机DIY组装机配置四i5-12400F+RTX3060单主机,https://item.jd.com/10055058936787.html,5749.00,否,1000
宏碁（acer）酷睿12代i7-12700台式电脑办公商用游戏绘图设计整机家用电脑主机全套单主机电脑英特尔|12代G6900+16G+256GSSD,https://item.jd.com/10055354360722.html,2198.00,否,2000
七彩虹（COLORFUL）iGameM380品牌整机电竞游戏直播设计师台式电脑主机高性能3060推荐级i512400+30608G风冷16G内存500GNVME固态官方标配,https://item.jd.com/10055869187618.html,6099.00,否,1000
酷耶（Cooyes）12代i512400F六核RTX3060电竞游戏台式机电脑主机组装整机套餐三(12400F+RTX3060)+显示器,https://item.jd.com/10061288142385.html,4598.00,否,1000
外星人ALIENWARER13水冷电竞游戏高端台式机第12代i716G512G+1TRTX3060Ti办公台式机9665TW,https://item.jd.com/100035451550.html,16969.00,是,500
七彩虹（Colorful）iGameM600幻境之眼水冷游戏台式电脑主机设计师办公工作站i5-1240016G500G固态官方标配RTX3050-8G独显,https://item.jd.com/10061729265937.html,6299.00,否,200
酷开创维电脑23.8英寸办公商用家用娱乐一体机台式电脑（AMD-71008G256G内置WIFI键鼠套装）,https://item.jd.com/100025663770.html,1499.00,是,20000.0
【2022款英特尔酷睿i7台式主机】【次日达】宏硕电脑,https://item.jd.com/10026293548473.html,1299.00,否,10000.0
戴尔dell成就3710办公电脑商用台式机小机箱电脑单主机(i5-1240032G2T+512G2G独显WiFi)定制K,https://item.jd.com/100030708595.html,4899.00,是,1.0
京天华盛灵致503商用台式机电脑整机（i5-1240016G512GM.2wifiwin11商务键鼠三年上门）单主机,https://item.jd.com/100021943872.html,2699.00,是,2000
神舟（HASEE）战神K4A5十二代设计师游戏台式电脑主机（i5-124008G512GRX5504G独显WIN11）,https://item.jd.com/100038199086.html,3299.00,是,5000
清华同方（THTF）超扬A8500商用办公台式电脑主机(12代i5-1240016G256G+1T五年上门内置WIFI),https://item.jd.com/100038595752.html,3398.00,是,2000
联想（Lenovo）天逸510Pro锐龙版商务办公家用网课台式电脑WIFI店长推荐|R716G512G固态单主机,https://item.jd.com/10041733376616.html,3699.00,是,20000.0
宏碁（acer）酷睿12代i7-12700台式电脑办公商用游戏绘图设计整机家用电脑主机全套单主机电脑英特尔|12代G6900+16G+256GSSD,https://item.jd.com/10055354360722.html,2198.00,否,2000
华硕(ASUS)PN64商用办公家用mini迷你主机台式机NUC微型小机箱电脑(12代i7-12700H16G512GWiFi6Win11),https://item.jd.com/100034011645.html,5799.00,是,20000.0
华硕（ASUS）12700F/RTX3070/3080/90海景房3A直播台式组装电脑/DIY主机海景房一：12700F+3070,https://item.jd.com/10043825695910.html,8699.00,否,500
联想ThinkCentreneoP600商用设计师游戏台式电脑主机(英特尔酷睿i7-1270016G512GGTX1660SP6G独显),https://item.jd.com/100021653895.html,6799.00,是,2000
联想（Lenovo）启天M420英特尔酷睿i7个人商务台式机电脑整机(8代i7-87008G1T2G独显win10)单主机,https://item.jd.com/100046422427.html,4549.00,是,6.0
"京品电脑	
攀升战境S612代i512490F/RTX3060设计师电竞游戏台式电脑主机全套diy组装整机配置一【i5-12490FGTX1660S】",https://item.jd.com/10024475397220.html,4599.00,否,20000.0
【2022款英特尔酷睿i7台式主机】【次日达】宏硕电脑,https://item.jd.com/10026293548473.html,1299.00,否,10000.0
捷硕（JIESHUO）酷睿i7/i9级12核/RTX2080TI吃鸡游戏办公组装机台式电脑主机全套电脑主机套四/i9级10核+GTX1660S+16G内存,https://item.jd.com/10045483908999.html,1599.00,否,20000.0
戴尔（DELL）7000MFF微型台式电脑mini迷你商用办公台式机7090升级12代单主机i9-12900T16G1TSSD定制,https://item.jd.com/100035966441.html,7029.00,是,92.0
AOC荣光910高性能商用办公台式机电脑主机（12代i3-121008G256GSSD商务键鼠三年上门）,https://item.jd.com/100038199094.html,2299.00,是,10000.0
酷开创维电脑战神系列娱乐独显台式电脑主机（AMDX4-8408G512GGT730-2G独显）,https://item.jd.com/100025041588.html,1698.00,是,50000.0
宏碁(Acer)商用办公台式机电脑家用网课电脑单主机(英特尔G590516G256G固态+1TB机械集显定制)含键鼠,https://item.jd.com/100033372549.html,1999.00,是,200
联想（Lenovo）低蓝光不闪屏护眼认证家用商用办公液晶台式机显示器V202519.5英寸（VGA接口）,https://item.jd.com/69843667828.html,499.00,否,5000
酷开创维电脑智享系列12代酷睿商用办公家用台式电脑主机(酷睿i5-1240016G512GSSD),https://item.jd.com/100039057820.html,2799.00,是,20000.0
亚当贝尔英特尔酷睿i7/独显/16G家用办公电竞游戏吃鸡设计师炒股组装台式电脑主机整机全套主机+27英寸电竞显示器配置三：酷睿i7/1050Ti/16G/512G,https://item.jd.com/10028224970399.html,2599.00,否,20000.0
"拍拍	
联想i3/i5/i7企业税控商务办公家用娱乐学习网课游戏设计全套台式电脑主机二手台式机套餐四：i5丨8G丨620G双盘【送22寸高清联想优选9成新",https://item.jd.com/51598017192.html,1098.00,否,5000
微星(MSI)海皇戟AS迷你台式机游戏台式电脑电脑主机(12代酷睿i7-12700F16GRTX306012G独显1TSSD),https://item.jd.com/100037913846.html,8499.90,是,1000
"京品电脑	
宏碁(Acer)商祺SQX4270660N英特尔酷睿i5商用办公台式整机家用电脑（十一代i5-114008G1T）23.8英寸",https://item.jd.com/100021137506.html,3368.00,是,20000.0
亚当贝尔英特尔酷睿i7/独显/16G家用办公电竞游戏吃鸡设计师炒股组装台式电脑主机整机全套主机+24英寸高清显示器配置二：酷睿i7/4G游戏独显/16G/512G,https://item.jd.com/10028224970394.html,2180.00,否,20000.0
亚当贝尔酷睿i7/i9级十核/电竞独显/台式机电脑主机家用游戏办公组装电脑整机全套主机+27英寸电竞显示器配置二：酷睿i7/16G/306012G独显,https://item.jd.com/30240147161.html,4699.00,否,20000.0
宏碁(Acer)商祺SQX4270140N商用办公台式电脑整机家用电脑（十代G59054G1T三年上门）23.8英寸,https://item.jd.com/100010730765.html,2238.00,是,5000
华橙高颜值海景房i512400F/RTX3060Ti永劫吃鸡游戏台式组装电脑主机DIY组装机全套配置二电竞款十核丨32G丨1660Ti6G,https://item.jd.com/32161323307.html,2369.00,否,5000
攀升E05G5905赛扬双核/8G内存/H510/250GSSD/商务键鼠/家用办公企业采购台式主机组装电脑京东UPC,https://item.jd.com/100020941276.html,1299.00,是,20000.0
机械师（MACHENIKE）未来战舰III代游戏台式机电竞电脑主机（13代i9-13900K64G1TSSD+2TRTX4090）360水冷,https://item.jd.com/100040911415.html,32999.00,是,2000
机械师（MACHENIKE）T90-T游戏台式机电脑电竞主机（12代i5-124008G512GSSDGTX16504GWin11三年上门）,https://item.jd.com/100017535217.html,4399.00,是,2000
"拍拍	
英特尔I7级六核独显GTX16606G游戏直播吃鸡全套办公主机DIY组装二手台式机电脑六i9级十二线/32G/GTX16606G网咖主机+显示器99新",https://item.jd.com/58558411260.html,2399.00,否,20000.0
雷索i510400F/12400F/RTX3070/1660S游戏台式电脑主机DIY组装整机全套套三i510400F丨16G丨1660S6G,https://item.jd.com/10028261793401.html,2599.00,否,5000
戴尔（DELL）成就3881台式机电脑办公商用家用网课单主机【G64058G256G固态定制】,https://item.jd.com/100044708851.html,2099.00,是,7.0
武极星旗i7游戏组装电脑直播设计台式机主机整机可选全套10代I710700FGTX16508G,https://item.jd.com/10040951258539.html,4488.00,是,200
攀升商睿2代办公商用家用台式主机电脑整机（AMD锐龙5-3500U16G256G商务键鼠）,https://item.jd.com/100040766145.html,1799.00,是,5000
攀升商睿2代锐龙R3办公商用家用台式电脑主机（AMD锐龙3-3250U8G256G商务键鼠）,https://item.jd.com/100021254043.html,1388.00,是,5000
"爱心东东	
天钡MN37AMD锐龙R7台式机电脑迷你游戏小主机4K三显工控天宝家用办公超微型桌面迷你pcR7-3750H/16G内存/512G高速盘",https://item.jd.com/10024820730949.html,1998.00,否,500
宏碁（acer）台式电脑主机整机全套商祺N4270酷睿I9高配商务办公电竞游戏绘图设计师剪辑主机+27英寸高清显示屏10核心I932G双硬盘GTX1660S,https://item.jd.com/10045868756169.html,8099.00,否,100
联想ThinkCentreneoP780商用设计师游戏台式电脑主机(英特尔酷睿i9-12900KF32G1TSSD+2TRTX3060Ti),https://item.jd.com/100037610588.html,12999.00,是,2000
"拍拍	
华硕i7/i910850K/RTX2080/3060游戏直播吃鸡设计剪辑组装电脑主机二手台式机六：酷睿i716GGTX16606G网咖款整机全套99成新",https://item.jd.com/10054261693678.html,2999.00,否,500
铭能XS7650商务办公家用娱乐炒股游戏台式电脑主机整机(英特尔酷睿i5+8G+512G固态)21.5英寸,https://item.jd.com/100038367255.html,1249.00,是,5000
华硕（ASUS）DIY整机12代i512400F游戏台式机主机企业采购办公设计组装电脑全套配置一(i510400F+GT10304G)主机+27英寸显示器,https://item.jd.com/10039401025534.html,3599.00,否,5000
"京品电脑	
雷神(ThundeRobot)GeekBox设计师游戏台式电脑电竞主机(12代i5-124008GGTX1650512GSSD三年上门）",https://item.jd.com/100031445794.html,4498.00,是,10000.0
联想商用ThinkCentreK70英特尔酷睿i5(i5-12500/B660/8G/1T/无光驱/集显/260W/OKR/Win11Home),https://item.jd.com/100020394573.html,3149.00,是,1000
"爱心东东	
启稚英特尔十核RTX3060独显大容量1T固态办公游戏家用组装吃鸡台式机电脑主机水冷整机全套套餐五：十二核+32G/1T/2060S光追特效单主机",https://item.jd.com/10054289538800.html,3388.00,否,10000.0
"拍拍	
联想台式电脑整机i3i5i7商务办公家用游戏娱乐主机显示器全套台式机整机二手台式机【13】i5/16G/240G固态1G独显亏本冲量免费试用三年质保现货...",https://item.jd.com/70936231802.html,1458.00,否,50000.0
宏碁(Acer)设计师游戏旗舰办公台式机电脑单主机(i5-11400F16G内存1TB固态RTX3060-12G独显水冷)定制,https://item.jd.com/100045740101.html,5699.00,是,1000
ROG光魔G15AMD锐龙R7神光同步+侧透电竞游戏台式机电脑主机黑色R7-5800XRTX307016GB1TBSSD+1TBHDD,https://item.jd.com/10044048593449.html,11499.00,否,100
宏碁(Acer)商用办公迷你台式机电脑家用网课电脑小主机(i5-1140016G512GSSD集显WiFi定制)单主机,https://item.jd.com/100034436471.html,2799.00,是,200
攀升（IPASON）灵悦AMD锐龙R55600G/R75700G办公设计游戏台式机电脑主机整机配置四R55600G512G高配版,https://item.jd.com/10037312249249.html,2499.00,否,200
戴尔（DELL）3000mff微型迷你mini小主机商用台式机电脑itx小机箱3090mff升级单主机/含键鼠/预装Windows11i3-12100T/8G/256G固态/定制版,https://item.jd.com/20892538754.html,2799.00,否,5000
华橙高颜值海景房i512400F/RTX3060Ti永劫吃鸡游戏台式组装电脑主机DIY组装机全套配置一电竞款十核丨32G丨8G电竞独显,https://item.jd.com/32161323306.html,2069.00,否,5000
京天ROG99i913900KF/RTX409024G/Z790/32GD5/1TSSD/3年上门/高端电竞游戏台式DIY组装电脑吃鸡主机UPC,https://item.jd.com/100015896416.html,29999.00,是,2000
战翔英特尔酷睿i7/十二核/6G独显台式电脑主机高配设计台式机游戏全套电竞办公企业商用家用组装整套套餐一八核/16G/256G/4G独显,https://item.jd.com/10054656943203.html,1499.00,否,500
"京品电脑	
联想(Lenovo)天逸510S个人商务台式机电脑整机(12代i5-12400 16G1T+256GSSDwifiwin11)来酷27英寸",https://item.jd.com/100017448189.html,4699.00,是,50000.0
飞利浦S923.8英寸一体台式机电脑学习办公家用收银主机(11代4核N50958G256GSSDWiFi3年上门)白色,https://item.jd.com/100015544003.html,1899.90,是,10000.0
攀升商睿M迷你4K办公商用家用全套台式电脑小主机（11代4核N50958G256GWiFi蓝牙商务键鼠3年上门）,https://item.jd.com/100021770028.html,988.00,是,5000
华为HUAWEIMateStationS12代酷睿版商务台式机电脑主机(i5/8G/1THDD集显WIN11WiFi6)单主机,https://item.jd.com/100037581309.html,3899.00,是,100
机械师（MACHENIKE）未来战舰II代水冷游戏台式机电脑电竞主机（12代i7-1270016G512GSSDRTX306012G）,https://item.jd.com/100017648303.html,7999.00,是,2000
阿玛塔酷睿i7/12400F/2060S8G高配独显游戏吃鸡组装电脑主机全套台式组装机DIY整机配置三i7十代2060S8G/1TB主机,https://item.jd.com/43432351135.html,4368.00,否,20000.0
鑫锐i712700/i9/RTX3060/70吃鸡游戏电竞直播水冷台式DIY组装电脑主机全套套餐二12700F-RTX3070丨1TB丨27寸,https://item.jd.com/11383450671.html,7199.00,否,20000.0
攀升（IPASON）战神酷睿i5/16G设计电竞游戏台式电脑主机整机NVMe固态【2022款】12代i5GTX1660S16G512G,https://item.jd.com/10054067790924.html,4999.00,是,1000
"爱心东东	
昂福镭仕11代酷睿i7八核RTX3060吃鸡LOL直播设计商用办公家用游戏电脑台式机主机整机组装机单主机(有送键鼠套装礼品)11代i7/32G/1T固态/RTX3060电竞",https://item.jd.com/10064078898173.html,6798.00,否,41.0
"爱心东东	
狄派酷睿i9升十核/16G内存/1660S独显/台式机电脑主机整机全套组装家用电竞企业办公电脑主机+24英寸显示器配置二:十核丨512G丨GTX1660S独显",https://item.jd.com/10061289974037.html,3098.00,否,5000
华为（HUAWEI）台式电脑MateStationS锐龙英特尔多设备企业商务办公协同指纹解锁主机S+华为SE23.8超清显示器AMDR54600G/8G/512G,https://item.jd.com/10038570074253.html,3999.00,否,500
"拍拍	
英特尔I7级六核独显GTX16606G游戏直播吃鸡全套办公主机DIY组装二手台式机电脑套餐五i9级十二线程/GTX1060永劫吃鸡主机+显示器99新",https://item.jd.com/51473189668.html,2199.00,否,20000.0
戴尔（DELL）3990商用办公工业台式机电脑I5-10505/16G/1T+256G固态/1650独显4G/单主机/定制,https://item.jd.com/100037412435.html,4999.00,是,0.0
"拍拍	
联想台式电脑英特尔i3/i5/i7独显家用网课游戏商务办公设计二手台式机全套9成新配置二酷睿G208G120G固态送20寸",https://item.jd.com/10029188208459.html,799.00,否,10000.0
战神盟主i7升i510400F六核RTX2060S台式电脑主机电竞游戏设计组装DIY全套整机电脑主机套餐四i510400F+RTX3060旗舰神机,https://item.jd.com/49938064797.html,4199.00,否,10000.0
宏碁(Acer)商祺SQX4270560A商用办公台式电脑整机（十代i3-101058G256G固态+1T机械wifi）23.8英寸,https://item.jd.com/100026912592.html,3088.00,是,20000.0
京天华盛战无畏515i5-12400F/GTX16504G/16GDDR4/512G固态台式机吃鸡游戏主机组装电脑DIY主机UPC,https://item.jd.com/100011089969.html,3999.00,是,5000
惠普HP小欧S01电脑主机商务办公台式机（i3-121008G512GSSDWiFiWin11注册五年上门）单主机,https://item.jd.com/100027787535.html,2699.00,是,2000
宁美国度卓商用办公台式机电脑整机（十代i51040016G512G送键鼠）23.8英寸,https://item.jd.com/100018419039.html,3189.00,是,2000
"拍拍	
联想电脑台式机英特尔i3i5i7独显家用游戏商务办公设计二手台式机全套9成新套餐三【A63008G620G双硬盘送20寸】",https://item.jd.com/61926533695.html,899.00,否,10000.0
艾维娜英特尔台式机电脑主机酷睿i5i7商用家用办公4K影音游戏娱乐独显剪辑渲染吃鸡电竞DIY酷睿i3/4G内存/500G硬盘网课学习单主机,https://item.jd.com/10063031698843.html,443.00,否,500
华硕（ASUS）DIY整机i712700/F/RTX3060吃鸡游戏台式机主机电竞直播组装电脑配置四(i712700F+3060Ti),https://item.jd.com/10056779369063.html,7799.00,否,200
技嘉（GIGABYTE）i512600Kf整套电脑台式机直播游戏主机异形主播DIY组装机2.10400F/16G/升级16504G,https://item.jd.com/10042934360366.html,3198.00,否,1000
微星（MSI）12代I512490F/RTX30503060Ti显卡台式主机游戏电脑电竞整机二：12490F丨16G丨512G丨3060,https://item.jd.com/10043272132856.html,5499.00,否,200
神舟(HASEE)战神K65十二代专业设计师游戏台式电脑主机（i5-1240016G512GSSDRTX306012G独显WIN11）,https://item.jd.com/100036908877.html,5988.00,是,5000
简朵英特尔酷睿i5/十核/16G内存/RTX2060S办公企业家用游戏台式电脑主机全套DIY组装机游戏高配五》英特尔八核2689丨16G丨8G独显标配,https://item.jd.com/10032463588629.html,1695.00,否,20000.0
联想(Lenovo)台式机电脑主机扬天M3900q速龙版(AMD-A3050U8G1TB键鼠)19.5英寸整机,https://item.jd.com/100035302975.html,1999.00,是,20000.0
戴尔dell成就3910商用台式机电脑游戏主机(i7-12700F16G256G+1TBGTX1660S三年上门)23.8英寸整机,https://item.jd.com/100036844940.html,8299.00,是,100000.0
技嘉（GIGABYTE）主机i512400F升12490F/RTX3060/3050游戏组装电脑配七：12400F丨16G丨500G丨3060,https://item.jd.com/10043514244497.html,6399.00,否,500
"拍拍	
联想台式电脑整机i3i5i7商务办公家用游戏娱乐主机显示器全套台式机整机二手台式机【2】A4-6300-3.7G主频8G-500G亏本冲量免费试用三年质保现货...",https://item.jd.com/70936231703.html,598.00,否,50000.0
亚当贝尔电竞独显办公游戏迷你家用组装吃鸡台式机电脑主机整机主机+24英寸电竞显示器整套全套配置五（E5十核+GTX1660S吃鸡）,https://item.jd.com/23388780572.html,3280.00,否,50000.0
航向者英特尔i5酷睿i7八线程/RTX20606G企业办公吃鸡游戏台式电脑主机DIY组装整机全套畅玩单机》套五酷睿i7丨1660S独显丨512G,https://item.jd.com/10045395060154.html,1869.00,否,20000.0
宏碁(Acer)商祺SQX4270140N商用办公台式电脑主机家用主机（十代G59054G1T三年上门）,https://item.jd.com/100014589868.html,1688.00,是,5000
华硕（ASUS）华硕i5-10400/12400企业家用办公核显台式电脑主机商用电脑DIY组装机升级版（套餐二）,https://item.jd.com/10031715771364.html,2499.00,否,2000
宏硕（hongshuo）英特尔16G内存/独立显卡/台式机电脑主机家用游戏办公组装电脑整机全套套餐五酷睿i7丨16G丨1012G丨2060S8G,https://item.jd.com/10020926079726.html,3080.00,否,50000.0
华硕（ASUS）i512400FRTX3060Ti/3050/1650核显组装电脑台式游戏主机16GB+512G配置三：RTX3050,https://item.jd.com/10043730738042.html,5299.00,否,500
"拍拍	
英特尔i9升八核主机GTX1070独显直播吃鸡游戏电脑办公整机DIY组装二手台式机全套七：i9级十六线路+6G大独显网咖吃鸡32曲面全套99新",https://item.jd.com/42896522968.html,2799.00,否,20000.0
铭能XS2180设计师商用办公游戏台式电脑主机电竞吃鸡独显(十代i510400F/GTX1660S6G/16G/512G)23.8英寸,https://item.jd.com/100038040333.html,3199.00,是,5000
华橙高颜值海景房i512490F/RTX3060TI永劫无间吃鸡游戏台式DIY组装电脑主机整机套六i512490F丨RTX3060Ti8G,https://item.jd.com/48768367516.html,5199.00,否,5000
外星人（alienware）AuroraR13全新十二代酷睿游戏高端台式电脑整机电竞主机水冷台机9652：12代i7/16G/RTX3050官方标配,https://item.jd.com/10056730994293.html,13499.00,否,500
华橙海景房酷睿i5/RTX2060/1660S高端吃鸡台式机电脑主机DIY组装机全套游戏企业办公电脑主机配置五酷睿i5丨16G丨512G丨1660Ti6,https://item.jd.com/10027079692970.html,1998.00,否,20000.0
华硕（ASUS）DIY整机12代i512400F游戏台式机主机企业采购办公设计组装电脑全套配置三(i512400F+GTX16504G)单主机,https://item.jd.com/10039401025537.html,3799.00,否,5000
联想(Lenovo)天逸510SMini台式机1升电脑主机(12代i5-12400 16G512GSSD)单主机,https://item.jd.com/100033293801.html,4099.00,是,100000.0
联想(Lenovo)台式机电脑主机扬天M4000q英特尔酷睿i3(i3-121008G1T+256GType-CWin11)21.45英寸整机,https://item.jd.com/100018615503.html,3299.00,是,20000.0
